Scenario,Område,Kilde,Parameter,Verdi (tonn)
Scenario_B,012,Jordbruk,DIN,1563.548506301272
Scenario_B,012,Jordbruk,SS,23483.759647034578
Scenario_B,012,Jordbruk,TDP,15.741850220220115
Scenario_B,012,Jordbruk,TOC,1591.688006342397
Scenario_B,012,Jordbruk,TON,514.2751476007932
Scenario_B,012,Jordbruk,TOTN,2077.823653902065
Scenario_B,012,Jordbruk,TOTP,47.31383595687421
Scenario_B,012,Jordbruk,TPP,31.571985736654085
Scenario_B,012,Kommunalt avløp,DIN,220.06356030342465
Scenario_B,012,Kommunalt avløp,SS,248.44336146520297
Scenario_B,012,Kommunalt avløp,TDP,2.2674891917966504
Scenario_B,012,Kommunalt avløp,TOC,338.35165897818814
Scenario_B,012,Kommunalt avløp,TON,65.36091814364876
Scenario_B,012,Kommunalt avløp,TOTN,285.4244784470734
Scenario_B,012,Kommunalt avløp,TOTP,5.258890218348681
Scenario_B,012,Kommunalt avløp,TPP,2.991401026552032
Scenario_B,012,Spredt avløp,DIN,95.5474393860794
Scenario_B,012,Spredt avløp,SS,3123.502478517072
Scenario_B,012,Spredt avløp,TDP,6.103557608474971
Scenario_B,012,Spredt avløp,TOC,259.9127691120473
Scenario_B,012,Spredt avløp,TON,30.513789691080547
Scenario_B,012,Spredt avløp,TOTN,126.06122907715995
Scenario_B,012,Spredt avløp,TOTP,8.400154769507287
Scenario_B,012,Spredt avløp,TPP,2.296597161032316
Scenario_B,013,Bakgrunn,DIN,39.94440473461428
Scenario_B,013,Bakgrunn,SS,478.5023062747557
Scenario_B,013,Bakgrunn,TDP,0.490465580872464
Scenario_B,013,Bakgrunn,TOC,1987.9947470527031
Scenario_B,013,Bakgrunn,TON,44.69323875446609
Scenario_B,013,Bakgrunn,TOTN,84.63764348908036
Scenario_B,013,Bakgrunn,TOTP,1.4294138664053555
Scenario_B,013,Bakgrunn,TPP,0.9389482855328916
Scenario_B,013,Bebygd,DIN,28.55330963205087
Scenario_B,013,Bebygd,SS,942.4449601460333
Scenario_B,013,Bebygd,TDP,1.8834541426607334
Scenario_B,013,Bebygd,TOC,141.00852755450015
Scenario_B,013,Bebygd,TON,12.645130105301298
Scenario_B,013,Bebygd,TOTN,41.19843973735217
Scenario_B,013,Bebygd,TOTP,2.959688868985833
Scenario_B,013,Bebygd,TPP,1.0762347263251
Scenario_B,013,Industri,DIN,37.548566666666666
Scenario_B,013,Industri,SS,14.261333333333333
Scenario_B,013,Industri,TDP,1.3519333333333332
Scenario_B,013,Industri,TOC,11.337966666666667
Scenario_B,013,Industri,TON,2.3321
Scenario_B,013,Industri,TOTN,39.88066666666666
Scenario_B,013,Industri,TOTP,2.7038666666666664
Scenario_B,013,Industri,TPP,1.3519333333333332
Scenario_B,013,Jordbruk,DIN,240.7715964260946
Scenario_B,013,Jordbruk,SS,14934.21689893018
Scenario_B,013,Jordbruk,TDP,3.2167328242080795
Scenario_B,013,Jordbruk,TOC,255.80467326066002
Scenario_B,013,Jordbruk,TON,65.20221938975149
Scenario_B,013,Jordbruk,TOTN,305.97381581584614
Scenario_B,013,Jordbruk,TOTP,21.94764455890139
Scenario_B,013,Jordbruk,TPP,18.73091173469331
Scenario_B,013,Kommunalt avløp,DIN,80.76373333333332
Scenario_B,013,Kommunalt avløp,SS,168.91189999999997
Scenario_B,013,Kommunalt avløp,TDP,3.0970999999999997
Scenario_B,013,Kommunalt avløp,TOC,158.75400000000002
Scenario_B,013,Kommunalt avløp,TON,25.5479
Scenario_B,013,Kommunalt avløp,TOTN,106.31163333333332
Scenario_B,013,Kommunalt avløp,TOTP,6.913
Scenario_B,013,Kommunalt avløp,TPP,3.8158999999999996
Scenario_B,013,Spredt avløp,DIN,8.50064941662268
Scenario_B,013,Spredt avløp,SS,219.6101632757482
Scenario_B,013,Spredt avløp,TDP,1.146149591591893
Scenario_B,013,Spredt avløp,TOC,34.28944710644357
Scenario_B,013,Spredt avløp,TON,4.049364069535871
Scenario_B,013,Spredt avløp,TOTN,12.550013486158553
Scenario_B,013,Spredt avløp,TOTP,1.6394604246765452
Scenario_B,013,Spredt avløp,TPP,0.4933108330846525
Scenario_B,014,Bakgrunn,DIN,106.53341734263381
Scenario_B,014,Bakgrunn,SS,1468.3969680803582
Scenario_B,014,Bakgrunn,TDP,1.1205109997112088
Scenario_B,014,Bakgrunn,TOC,4392.119193076621
Scenario_B,014,Bakgrunn,TON,84.95169178104356
Scenario_B,014,Bakgrunn,TOTN,191.48510912367738
Scenario_B,014,Bakgrunn,TOTP,3.6800163503667065
Scenario_B,014,Bakgrunn,TPP,2.5595053506554972
Scenario_B,014,Bebygd,DIN,52.606296548433335
Scenario_B,014,Bebygd,SS,1795.9852672977001
Scenario_B,014,Bebygd,TDP,3.4182179820666665
Scenario_B,014,Bebygd,TOC,258.8614150044
Scenario_B,014,Bebygd,TON,22.876132038699996
Scenario_B,014,Bebygd,TOTN,75.48242858713333
Scenario_B,014,Bebygd,TOTP,5.478968256133332
Scenario_B,014,Bebygd,TPP,2.0607502740666668
Scenario_B,014,Jordbruk,DIN,773.2422029148038
Scenario_B,014,Jordbruk,SS,34106.301210802885
Scenario_B,014,Jordbruk,TDP,9.219757343646995
Scenario_B,014,Jordbruk,TOC,582.7307681465481
Scenario_B,014,Jordbruk,TON,201.13070519859176
Scenario_B,014,Jordbruk,TOTN,974.3729081133957
Scenario_B,014,Jordbruk,TOTP,53.87320683408777
Scenario_B,014,Jordbruk,TPP,44.65344949044078
Scenario_B,014,Kommunalt avløp,DIN,34.65593293993334
Scenario_B,014,Kommunalt avløp,SS,39.986052329866666
Scenario_B,014,Kommunalt avløp,TDP,0.41717440933333333
Scenario_B,014,Kommunalt avløp,TOC,37.982050690933335
Scenario_B,014,Kommunalt avløp,TON,5.337426867166667
Scenario_B,014,Kommunalt avløp,TOTN,39.9933598071
Scenario_B,014,Kommunalt avløp,TOTP,1.2751260051
Scenario_B,014,Kommunalt avløp,TPP,0.8579515957666667
Scenario_B,014,Spredt avløp,DIN,23.015097048
Scenario_B,014,Spredt avløp,SS,976.9450832432252
Scenario_B,014,Spredt avløp,TDP,2.6777123558333336
Scenario_B,014,Spredt avløp,TOC,84.23900230613333
Scenario_B,014,Spredt avløp,TON,9.379806027966666
Scenario_B,014,Spredt avløp,TOTN,32.39490307596667
Scenario_B,014,Spredt avløp,TOTP,4.1398947932666665
Scenario_B,014,Spredt avløp,TPP,1.4621824374333332
Scenario_B,015,Bakgrunn,DIN,296.3490608834549
Scenario_B,015,Bakgrunn,SS,3606.7558833274293
Scenario_B,015,Bakgrunn,TDP,5.437156032556672
Scenario_B,015,Bakgrunn,TOC,18887.004420209127
Scenario_B,015,Bakgrunn,TON,656.1593481091721
Scenario_B,015,Bakgrunn,TOTN,952.5084089926271
Scenario_B,015,Bakgrunn,TOTP,12.761256737754936
Scenario_B,015,Bakgrunn,TPP,7.324100705198265
Scenario_B,015,Bebygd,DIN,71.62181680518019
Scenario_B,015,Bebygd,SS,2329.350914144434
Scenario_B,015,Bebygd,TDP,4.647015033673328
Scenario_B,015,Bebygd,TOC,345.26361785609106
Scenario_B,015,Bebygd,TON,31.632331126239297
Scenario_B,015,Bebygd,TOTN,103.25414793141948
Scenario_B,015,Bebygd,TOTP,7.301267291676834
Scenario_B,015,Bebygd,TPP,2.6542522580035075
Scenario_B,015,Industri,DIN,0.3063333333333333
Scenario_B,015,Industri,SS,2.1286302377445465
Scenario_B,015,Industri,TDP,0.16833333333333333
Scenario_B,015,Industri,TOC,22.538
Scenario_B,015,Industri,TON,2.757
Scenario_B,015,Industri,TOTN,3.063333333333334
Scenario_B,015,Industri,TOTP,0.33666666666666667
Scenario_B,015,Industri,TPP,0.16833333333333333
Scenario_B,015,Jordbruk,DIN,877.3572672975179
Scenario_B,015,Jordbruk,SS,25244.19852204909
Scenario_B,015,Jordbruk,TDP,9.14726754461107
Scenario_B,015,Jordbruk,TOC,657.5602737846121
Scenario_B,015,Jordbruk,TON,236.3946414986283
Scenario_B,015,Jordbruk,TOTN,1113.7519087961462
Scenario_B,015,Jordbruk,TOTP,42.20276309566933
Scenario_B,015,Jordbruk,TPP,33.05549555105827
Scenario_B,015,Kommunalt avløp,DIN,92.74871710936043
Scenario_B,015,Kommunalt avløp,SS,183.95036134272974
Scenario_B,015,Kommunalt avløp,TDP,1.9165785836082685
Scenario_B,015,Kommunalt avløp,TOC,110.45294152843542
Scenario_B,015,Kommunalt avløp,TON,25.263479057904338
Scenario_B,015,Kommunalt avløp,TOTN,118.01219616726478
Scenario_B,015,Kommunalt avløp,TOTP,4.4062046000850055
Scenario_B,015,Kommunalt avløp,TPP,2.489626016476737
Scenario_B,015,Spredt avløp,DIN,51.67923878482944
Scenario_B,015,Spredt avløp,SS,5769.30230518023
Scenario_B,015,Spredt avløp,TDP,5.322979791654467
Scenario_B,015,Spredt avløp,TOC,186.23979158525194
Scenario_B,015,Spredt avløp,TON,18.90302250299286
Scenario_B,015,Spredt avløp,TOTN,70.58226128782229
Scenario_B,015,Spredt avløp,TOTP,8.593607658089926
Scenario_B,015,Spredt avløp,TPP,3.270627866435458
Scenario_B,016,Bakgrunn,DIN,459.99053409300745
Scenario_B,016,Bakgrunn,SS,1247.6937585291935
Scenario_B,016,Bakgrunn,TDP,8.204446453912126
Scenario_B,016,Bakgrunn,TOC,18313.484502485284
Scenario_B,016,Bakgrunn,TON,1074.7886106978815
Scenario_B,016,Bakgrunn,TOTN,1534.7791447908887
Scenario_B,016,Bakgrunn,TOTP,10.986501841543948
Scenario_B,016,Bakgrunn,TPP,2.782055387631823
Scenario_B,016,Bebygd,DIN,94.36031133215329
Scenario_B,016,Bebygd,SS,2045.8568640058095
Scenario_B,016,Bebygd,TDP,5.6783992613974625
Scenario_B,016,Bebygd,TOC,389.013434077774
Scenario_B,016,Bebygd,TON,42.807126617740074
Scenario_B,016,Bebygd,TOTN,137.16743794989335
Scenario_B,016,Bebygd,TOTP,8.064540312950708
Scenario_B,016,Bebygd,TPP,2.386141051553245
Scenario_B,016,Industri,DIN,611.5402333333333
Scenario_B,016,Industri,SS,468.24343333333337
Scenario_B,016,Industri,TDP,2.8686666666666665
Scenario_B,016,Industri,TOC,66.345
Scenario_B,016,Industri,TON,3.4327666666666663
Scenario_B,016,Industri,TOTN,614.973
Scenario_B,016,Industri,TOTP,5.737333333333333
Scenario_B,016,Industri,TPP,2.8686666666666665
Scenario_B,016,Jordbruk,DIN,557.1205635477281
Scenario_B,016,Jordbruk,SS,8003.6021416683
Scenario_B,016,Jordbruk,TDP,8.094482441905294
Scenario_B,016,Jordbruk,TOC,800.6446362671263
Scenario_B,016,Jordbruk,TON,165.76495510627953
Scenario_B,016,Jordbruk,TOTN,722.8855186540077
Scenario_B,016,Jordbruk,TOTP,19.720178696496635
Scenario_B,016,Jordbruk,TPP,11.62569625459134
Scenario_B,016,Kommunalt avløp,DIN,140.3353975484517
Scenario_B,016,Kommunalt avløp,SS,162.3868445896198
Scenario_B,016,Kommunalt avløp,TDP,2.3624274917609847
Scenario_B,016,Kommunalt avløp,TOC,144.16401740051265
Scenario_B,016,Kommunalt avløp,TON,39.9054695867411
Scenario_B,016,Kommunalt avløp,TOTN,180.24086713519281
Scenario_B,016,Kommunalt avløp,TOTP,4.891526820850024
Scenario_B,016,Kommunalt avløp,TPP,2.5290993290890396
Scenario_B,016,Spredt avløp,DIN,49.15145626647245
Scenario_B,016,Spredt avløp,SS,1320.5420916963483
Scenario_B,016,Spredt avløp,TDP,2.985762413936732
Scenario_B,016,Spredt avløp,TOC,124.73389847268486
Scenario_B,016,Spredt avløp,TON,13.774993067576814
Scenario_B,016,Spredt avløp,TOTN,62.926449334049266
Scenario_B,016,Spredt avløp,TOTP,4.193415256872986
Scenario_B,016,Spredt avløp,TPP,1.2076528429362534
Scenario_B,017,Bakgrunn,DIN,119.76904934937254
Scenario_B,017,Bakgrunn,SS,497.3786185359779
Scenario_B,017,Bakgrunn,TDP,1.3238994749670174
Scenario_B,017,Bakgrunn,TOC,5226.414589997299
Scenario_B,017,Bakgrunn,TON,263.8394291320415
Scenario_B,017,Bakgrunn,TOTN,383.608478481414
Scenario_B,017,Bakgrunn,TOTP,2.347522717508764
Scenario_B,017,Bakgrunn,TPP,1.0236232425417469
Scenario_B,017,Bebygd,DIN,21.272323972902296
Scenario_B,017,Bebygd,SS,588.7464934667415
Scenario_B,017,Bebygd,TDP,1.3498695845342181
Scenario_B,017,Bebygd,TOC,91.96671505253796
Scenario_B,017,Bebygd,TON,9.759072264237377
Scenario_B,017,Bebygd,TOTN,31.03139623713967
Scenario_B,017,Bebygd,TOTP,2.0100260434932102
Scenario_B,017,Bebygd,TPP,0.660156458958992
Scenario_B,017,Industri,DIN,0.2609
Scenario_B,017,Industri,SS,33.333333333333336
Scenario_B,017,Industri,TDP,0.12916666666666668
Scenario_B,017,Industri,TOC,109.24
Scenario_B,017,Industri,TON,0.6087666666666667
Scenario_B,017,Industri,TOTN,0.8696666666666667
Scenario_B,017,Industri,TOTP,0.25833333333333336
Scenario_B,017,Industri,TPP,0.12916666666666668
Scenario_B,017,Jordbruk,DIN,54.08223646712408
Scenario_B,017,Jordbruk,SS,525.148849736771
Scenario_B,017,Jordbruk,TDP,0.8109354707812874
Scenario_B,017,Jordbruk,TOC,83.6361011554787
Scenario_B,017,Jordbruk,TON,17.69329688780451
Scenario_B,017,Jordbruk,TOTN,71.77553335492858
Scenario_B,017,Jordbruk,TOTP,1.5428592307092586
Scenario_B,017,Jordbruk,TPP,0.7319237599279713
Scenario_B,017,Kommunalt avløp,DIN,19.58366744873614
Scenario_B,017,Kommunalt avløp,SS,27.234196684605067
Scenario_B,017,Kommunalt avløp,TDP,0.17932066723738824
Scenario_B,017,Kommunalt avløp,TOC,30.379431799983877
Scenario_B,017,Kommunalt avløp,TON,6.111124987972819
Scenario_B,017,Kommunalt avløp,TOTN,25.694792436708962
Scenario_B,017,Kommunalt avløp,TOTP,0.5968913064165527
Scenario_B,017,Kommunalt avløp,TPP,0.41757063917916454
Scenario_B,017,Spredt avløp,DIN,8.885180420505915
Scenario_B,017,Spredt avløp,SS,384.09934001493065
Scenario_B,017,Spredt avløp,TDP,0.5279990977157899
Scenario_B,017,Spredt avløp,TOC,23.564790531034443
Scenario_B,017,Spredt avløp,TON,2.6356268891927237
Scenario_B,017,Spredt avløp,TOTN,11.52080730969864
Scenario_B,017,Spredt avløp,TOTP,0.8819721553696672
Scenario_B,017,Spredt avløp,TPP,0.3539730576538773
Baseline,Indre Oslofjord,Bakgrunn,DIN,86.2714093369608
Baseline,Indre Oslofjord,Bakgrunn,SS,901.4167778768423
Baseline,Indre Oslofjord,Bakgrunn,TDP,1.3180983416205665
Baseline,Indre Oslofjord,Bakgrunn,TOC,7020.632817399289
Baseline,Indre Oslofjord,Bakgrunn,TON,160.8621148449557
Baseline,Indre Oslofjord,Bakgrunn,TOTN,247.13352418191653
Baseline,Indre Oslofjord,Bakgrunn,TOTP,4.037761403225522
Baseline,Indre Oslofjord,Bakgrunn,TPP,2.719663061604956
Baseline,Indre Oslofjord,Bebygd,DIN,168.4503621323068
Baseline,Indre Oslofjord,Bebygd,SS,5259.9391751426665
Baseline,Indre Oslofjord,Bebygd,TDP,11.251986269211196
Baseline,Indre Oslofjord,Bebygd,TOC,823.7518933959032
Baseline,Indre Oslofjord,Bebygd,TON,75.94571800359745
Baseline,Indre Oslofjord,Bebygd,TOTN,244.39608013590424
Baseline,Indre Oslofjord,Bebygd,TOTP,17.088457584932492
Baseline,Indre Oslofjord,Bebygd,TPP,5.836471315721295
Baseline,Indre Oslofjord,Industri,DIN,5.803333333333334
Baseline,Indre Oslofjord,Industri,SS,75.75533333333333
Baseline,Indre Oslofjord,Industri,TOC,49.06666666666666
Baseline,Indre Oslofjord,Industri,TON,52.23
Baseline,Indre Oslofjord,Industri,TOTN,58.03333333333333
Baseline,Indre Oslofjord,Jordbruk,DIN,253.79063730534952
Baseline,Indre Oslofjord,Jordbruk,SS,8490.396634484783
Baseline,Indre Oslofjord,Jordbruk,TDP,3.5125363356638064
Baseline,Indre Oslofjord,Jordbruk,TOC,158.98965375374416
Baseline,Indre Oslofjord,Jordbruk,TON,74.52729020253453
Baseline,Indre Oslofjord,Jordbruk,TOTN,328.317927507884
Baseline,Indre Oslofjord,Jordbruk,TOTP,15.141079351474644
Baseline,Indre Oslofjord,Jordbruk,TPP,11.628543015810838
Baseline,Indre Oslofjord,Kommunalt avløp,DIN,1291.845889478168
Baseline,Indre Oslofjord,Kommunalt avløp,SS,2664.6745184204665
Baseline,Indre Oslofjord,Kommunalt avløp,TDP,26.008775651141868
Baseline,Indre Oslofjord,Kommunalt avløp,TOC,2452.636170121772
Baseline,Indre Oslofjord,Kommunalt avløp,TON,410.4533379681195
Baseline,Indre Oslofjord,Kommunalt avløp,TOTN,1702.2992274462872
Baseline,Indre Oslofjord,Kommunalt avløp,TOTP,58.31849392077389
Baseline,Indre Oslofjord,Kommunalt avløp,TPP,32.309718269632015
Baseline,Indre Oslofjord,Spredt avløp,DIN,20.173223827511002
Baseline,Indre Oslofjord,Spredt avløp,SS,828.0316022925167
Baseline,Indre Oslofjord,Spredt avløp,TDP,2.0919830335443805
Baseline,Indre Oslofjord,Spredt avløp,TOC,98.43166155475838
Baseline,Indre Oslofjord,Spredt avløp,TON,9.443764835528956
Baseline,Indre Oslofjord,Spredt avløp,TOTN,29.616988663039955
Baseline,Indre Oslofjord,Spredt avløp,TOTP,3.467977611896093
Baseline,Indre Oslofjord,Spredt avløp,TPP,1.3759945783517125
Scenario_A,Indre Oslofjord,Bakgrunn,DIN,86.2714093369608
Scenario_A,Indre Oslofjord,Bakgrunn,SS,901.4167778768423
Scenario_A,Indre Oslofjord,Bakgrunn,TDP,1.3180983416205665
Scenario_A,Indre Oslofjord,Bakgrunn,TOC,7020.632817399289
Scenario_A,Indre Oslofjord,Bakgrunn,TON,160.8621148449557
Scenario_A,Indre Oslofjord,Bakgrunn,TOTN,247.13352418191653
Scenario_A,Indre Oslofjord,Bakgrunn,TOTP,4.037761403225522
Scenario_A,Indre Oslofjord,Bakgrunn,TPP,2.719663061604956
Scenario_A,Indre Oslofjord,Bebygd,DIN,168.4503621323068
Scenario_A,Indre Oslofjord,Bebygd,SS,5259.9391751426665
Scenario_A,Indre Oslofjord,Bebygd,TDP,11.251986269211196
Scenario_A,Indre Oslofjord,Bebygd,TOC,823.7518933959032
Scenario_A,Indre Oslofjord,Bebygd,TON,75.94571800359745
Scenario_A,Indre Oslofjord,Bebygd,TOTN,244.39608013590424
Scenario_A,Indre Oslofjord,Bebygd,TOTP,17.088457584932492
Scenario_A,Indre Oslofjord,Bebygd,TPP,5.836471315721295
Scenario_A,Indre Oslofjord,Industri,DIN,5.803333333333334
Scenario_A,Indre Oslofjord,Industri,SS,75.75533333333333
Scenario_A,Indre Oslofjord,Industri,TOC,49.06666666666666
Scenario_A,Indre Oslofjord,Industri,TON,52.23
Scenario_A,Indre Oslofjord,Industri,TOTN,58.03333333333333
Scenario_A,Indre Oslofjord,Jordbruk,DIN,253.79063730534952
Scenario_A,Indre Oslofjord,Jordbruk,SS,8490.396634484783
Scenario_A,Indre Oslofjord,Jordbruk,TDP,3.5125363356638064
Scenario_A,Indre Oslofjord,Jordbruk,TOC,158.98965375374416
Scenario_A,Indre Oslofjord,Jordbruk,TON,74.52729020253453
Scenario_A,Indre Oslofjord,Jordbruk,TOTN,328.317927507884
Scenario_A,Indre Oslofjord,Jordbruk,TOTP,15.141079351474644
Scenario_A,Indre Oslofjord,Jordbruk,TPP,11.628543015810838
Scenario_A,Indre Oslofjord,Kommunalt avløp,DIN,827.3776894781677
Scenario_A,Indre Oslofjord,Kommunalt avløp,SS,2244.4009517537997
Scenario_A,Indre Oslofjord,Kommunalt avløp,TDP,26.025808984475198
Scenario_A,Indre Oslofjord,Kommunalt avløp,TOC,1227.9574701217725
Scenario_A,Indre Oslofjord,Kommunalt avløp,TON,263.36557130145286
Scenario_A,Indre Oslofjord,Kommunalt avløp,TOTN,1090.7432607796206
Scenario_A,Indre Oslofjord,Kommunalt avløp,TOTP,58.31849392077389
Scenario_A,Indre Oslofjord,Kommunalt avløp,TPP,32.292684936298684
Scenario_A,Indre Oslofjord,Spredt avløp,DIN,20.173223827511002
Scenario_A,Indre Oslofjord,Spredt avløp,SS,828.0316022925167
Scenario_A,Indre Oslofjord,Spredt avløp,TDP,2.0919830335443805
Scenario_A,Indre Oslofjord,Spredt avløp,TOC,98.43166155475838
Scenario_A,Indre Oslofjord,Spredt avløp,TON,9.443764835528956
Scenario_A,Indre Oslofjord,Spredt avløp,TOTN,29.616988663039955
Scenario_A,Indre Oslofjord,Spredt avløp,TOTP,3.467977611896093
Scenario_A,Indre Oslofjord,Spredt avløp,TPP,1.3759945783517125
Scenario_B,Indre Oslofjord,Bakgrunn,DIN,86.2714093369608
Scenario_B,Indre Oslofjord,Bakgrunn,SS,901.4167778768423
Scenario_B,Indre Oslofjord,Bakgrunn,TDP,1.3180983416205665
Scenario_B,Indre Oslofjord,Bakgrunn,TOC,7020.632817399289
Scenario_B,Indre Oslofjord,Bakgrunn,TON,160.8621148449557
Scenario_B,Indre Oslofjord,Bakgrunn,TOTN,247.13352418191653
Scenario_B,Indre Oslofjord,Bakgrunn,TOTP,4.037761403225522
Scenario_B,Indre Oslofjord,Bakgrunn,TPP,2.719663061604956
Scenario_B,Indre Oslofjord,Bebygd,DIN,168.4503621323068
Scenario_B,Indre Oslofjord,Bebygd,SS,5259.9391751426665
Scenario_B,Indre Oslofjord,Bebygd,TDP,11.251986269211196
Scenario_B,Indre Oslofjord,Bebygd,TOC,823.7518933959032
Scenario_B,Indre Oslofjord,Bebygd,TON,75.94571800359745
Scenario_B,Indre Oslofjord,Bebygd,TOTN,244.39608013590424
Scenario_B,Indre Oslofjord,Bebygd,TOTP,17.088457584932492
Scenario_B,Indre Oslofjord,Bebygd,TPP,5.836471315721295
Scenario_B,Indre Oslofjord,Industri,DIN,5.803333333333334
Scenario_B,Indre Oslofjord,Industri,SS,75.75533333333333
Scenario_B,Indre Oslofjord,Industri,TOC,49.06666666666666
Scenario_B,Indre Oslofjord,Industri,TON,52.23
Scenario_B,Indre Oslofjord,Industri,TOTN,58.03333333333333
Scenario_B,Indre Oslofjord,Jordbruk,DIN,253.79063730534952
Scenario_B,Indre Oslofjord,Jordbruk,SS,8490.396634484783
Scenario_B,Indre Oslofjord,Jordbruk,TDP,3.5125363356638064
Scenario_B,Indre Oslofjord,Jordbruk,TOC,158.98965375374416
Scenario_B,Indre Oslofjord,Jordbruk,TON,74.52729020253453
Scenario_B,Indre Oslofjord,Jordbruk,TOTN,328.317927507884
Scenario_B,Indre Oslofjord,Jordbruk,TOTP,15.141079351474644
Scenario_B,Indre Oslofjord,Jordbruk,TPP,11.628543015810838
Scenario_B,Indre Oslofjord,Kommunalt avløp,DIN,595.592022811501
Scenario_B,Indre Oslofjord,Kommunalt avløp,SS,1928.7650517537995
Scenario_B,Indre Oslofjord,Kommunalt avløp,TDP,23.621275651141865
Scenario_B,Indre Oslofjord,Kommunalt avløp,TOC,1058.8011701217724
Scenario_B,Indre Oslofjord,Kommunalt avløp,TON,188.70753796811954
Scenario_B,Indre Oslofjord,Kommunalt avløp,TOTN,784.2995607796206
Scenario_B,Indre Oslofjord,Kommunalt avløp,TOTP,52.92349392077389
Scenario_B,Indre Oslofjord,Kommunalt avløp,TPP,29.30221826963202
Scenario_B,Indre Oslofjord,Spredt avløp,DIN,20.173223827511002
Scenario_B,Indre Oslofjord,Spredt avløp,SS,828.0316022925167
Scenario_B,Indre Oslofjord,Spredt avløp,TDP,2.0919830335443805
Scenario_B,Indre Oslofjord,Spredt avløp,TOC,98.43166155475838
Scenario_B,Indre Oslofjord,Spredt avløp,TON,9.443764835528956
Scenario_B,Indre Oslofjord,Spredt avløp,TOTN,29.616988663039955
Scenario_B,Indre Oslofjord,Spredt avløp,TOTP,3.467977611896093
Scenario_B,Indre Oslofjord,Spredt avløp,TPP,1.3759945783517125
Baseline,Ytre Oslofjord,Akvakultur,DIN,0.002766666666666667
Baseline,Ytre Oslofjord,Akvakultur,TDP,0.00019999999999999998
Baseline,Ytre Oslofjord,Akvakultur,TOC,0.019233333333333335
Baseline,Ytre Oslofjord,Akvakultur,TON,0.0012333333333333335
Baseline,Ytre Oslofjord,Akvakultur,TOTN,0.004
Baseline,Ytre Oslofjord,Akvakultur,TOTP,0.0007000000000000001
Baseline,Ytre Oslofjord,Akvakultur,TPP,0.0005
Baseline,Ytre Oslofjord,Bakgrunn,DIN,3560.6782121871242
Baseline,Ytre Oslofjord,Bakgrunn,SS,28407.02567417588
Baseline,Ytre Oslofjord,Bakgrunn,TDP,62.48292386094441
Baseline,Ytre Oslofjord,Bakgrunn,TOC,191140.90262602613
Baseline,Ytre Oslofjord,Bakgrunn,TON,7718.899812751483
Baseline,Ytre Oslofjord,Bakgrunn,TOTN,11279.578024938608
Baseline,Ytre Oslofjord,Bakgrunn,TOTP,124.6874603897773
Baseline,Ytre Oslofjord,Bakgrunn,TPP,62.2045365288329
Baseline,Ytre Oslofjord,Bebygd,DIN,771.6964534235466
Baseline,Ytre Oslofjord,Bebygd,SS,18013.78328988901
Baseline,Ytre Oslofjord,Bebygd,TDP,48.983905444662525
Baseline,Ytre Oslofjord,Bebygd,TOC,3360.3471956224053
Baseline,Ytre Oslofjord,Bebygd,TON,358.7754798197966
Baseline,Ytre Oslofjord,Bebygd,TOTN,1130.471933243343
Baseline,Ytre Oslofjord,Bebygd,TOTP,68.74903265402253
Baseline,Ytre Oslofjord,Bebygd,TPP,19.765127209359992
Baseline,Ytre Oslofjord,Industri,DIN,722.5635695922327
Baseline,Ytre Oslofjord,Industri,SS,1170.11202733459
Baseline,Ytre Oslofjord,Industri,TDP,14.738136803352445
Baseline,Ytre Oslofjord,Industri,TOC,5735.015629404099
Baseline,Ytre Oslofjord,Industri,TON,201.04593446597414
Baseline,Ytre Oslofjord,Industri,TOTN,923.609504058207
Baseline,Ytre Oslofjord,Industri,TOTP,29.284935111062318
Baseline,Ytre Oslofjord,Industri,TPP,14.546798307709874
Baseline,Ytre Oslofjord,Jordbruk,DIN,12205.345824664757
Baseline,Ytre Oslofjord,Jordbruk,SS,311159.6247492173
Baseline,Ytre Oslofjord,Jordbruk,TDP,120.31180557997419
Baseline,Ytre Oslofjord,Jordbruk,TOC,7013.860541892131
Baseline,Ytre Oslofjord,Jordbruk,TON,3560.426186835001
Baseline,Ytre Oslofjord,Jordbruk,TOTN,15765.77201149976
Baseline,Ytre Oslofjord,Jordbruk,TOTP,507.6349105480776
Baseline,Ytre Oslofjord,Jordbruk,TPP,387.32310496810334
Baseline,Ytre Oslofjord,Kommunalt avløp,DIN,4434.751578939386
Baseline,Ytre Oslofjord,Kommunalt avløp,SS,3433.841777042702
Baseline,Ytre Oslofjord,Kommunalt avløp,TDP,13.915493322306444
Baseline,Ytre Oslofjord,Kommunalt avløp,TOC,5247.355110381951
Baseline,Ytre Oslofjord,Kommunalt avløp,TON,1252.4276804644958
Baseline,Ytre Oslofjord,Kommunalt avløp,TOTN,5687.179259403882
Baseline,Ytre Oslofjord,Kommunalt avløp,TOTP,59.737496212798824
Baseline,Ytre Oslofjord,Kommunalt avløp,TPP,45.822002890492385
Baseline,Ytre Oslofjord,Spredt avløp,DIN,529.6977009889661
Baseline,Ytre Oslofjord,Spredt avløp,SS,19744.87616206706
Baseline,Ytre Oslofjord,Spredt avløp,TDP,35.25961450435633
Baseline,Ytre Oslofjord,Spredt avløp,TOC,1594.9203346600466
Baseline,Ytre Oslofjord,Spredt avløp,TON,163.60350187033427
