Scenario,Område,Kilde,Parameter,Verdi (tonn)
Baseline,013,Bakgrunn,SS,478.5023062747557
Baseline,013,Bakgrunn,TDP,0.490465580872464
Baseline,013,Bakgrunn,TOC,1987.9947470527031
Baseline,013,Bakgrunn,TON,44.69323875446609
Baseline,013,Bakgrunn,TOTN,84.63764348908036
Baseline,013,Bakgrunn,TOTP,1.4294138664053555
Baseline,013,Bakgrunn,TPP,0.9389482855328916
Baseline,013,Bebygd,DIN,28.55330963205087
Baseline,013,Bebygd,SS,942.4449601460333
Baseline,013,Bebygd,TDP,1.8834541426607334
Baseline,013,Bebygd,TOC,141.00852755450015
Baseline,013,Bebygd,TON,12.645130105301298
Baseline,013,Bebygd,TOTN,41.19843973735217
Baseline,013,Bebygd,TOTP,2.959688868985833
Baseline,013,Bebygd,TPP,1.0762347263251
Baseline,013,Industri,DIN,37.548566666666666
Baseline,013,Industri,SS,14.261333333333333
Baseline,013,Industri,TDP,1.3519333333333332
Baseline,013,Industri,TOC,11.337966666666667
Baseline,013,Industri,TON,2.3321
Baseline,013,Industri,TOTN,39.88066666666666
Baseline,013,Industri,TOTP,2.7038666666666664
Baseline,013,Industri,TPP,1.3519333333333332
Baseline,013,Jordbruk,DIN,240.7715964260946
Baseline,013,Jordbruk,SS,14934.21689893018
Baseline,013,Jordbruk,TDP,3.2167328242080795
Baseline,013,Jordbruk,TOC,255.80467326066002
Baseline,013,Jordbruk,TON,65.20221938975149
Baseline,013,Jordbruk,TOTN,305.97381581584614
Baseline,013,Jordbruk,TOTP,21.94764455890139
Baseline,013,Jordbruk,TPP,18.73091173469331
Baseline,013,Kommunalt avløp,DIN,428.1070666666667
Baseline,013,Kommunalt avløp,SS,344.18
Baseline,013,Kommunalt avløp,TDP,1.0464666666666667
Baseline,013,Kommunalt avløp,TOC,486.7356333333334
Baseline,013,Kommunalt avløp,TON,74.44293333333333
Baseline,013,Kommunalt avløp,TOTN,502.55
Baseline,013,Kommunalt avløp,TOTP,7.5433666666666666
Baseline,013,Kommunalt avløp,TPP,6.4969
Baseline,013,Spredt avløp,DIN,8.50064941662268
Baseline,013,Spredt avløp,SS,219.6101632757482
Baseline,013,Spredt avløp,TDP,1.146149591591893
Baseline,013,Spredt avløp,TOC,34.28944710644357
Baseline,013,Spredt avløp,TON,4.049364069535871
Baseline,013,Spredt avløp,TOTN,12.550013486158553
Baseline,013,Spredt avløp,TOTP,1.6394604246765452
Baseline,013,Spredt avløp,TPP,0.4933108330846525
Baseline,014,Bakgrunn,DIN,106.53341734263381
Baseline,014,Bakgrunn,SS,1468.3969680803582
Baseline,014,Bakgrunn,TDP,1.1205109997112088
Baseline,014,Bakgrunn,TOC,4392.119193076621
Baseline,014,Bakgrunn,TON,84.95169178104356
Baseline,014,Bakgrunn,TOTN,191.48510912367738
Baseline,014,Bakgrunn,TOTP,3.6800163503667065
Baseline,014,Bakgrunn,TPP,2.5595053506554972
Baseline,014,Bebygd,DIN,52.606296548433335
Baseline,014,Bebygd,SS,1795.9852672977001
Baseline,014,Bebygd,TDP,3.4182179820666665
Baseline,014,Bebygd,TOC,258.8614150044
Baseline,014,Bebygd,TON,22.876132038699996
Baseline,014,Bebygd,TOTN,75.48242858713333
Baseline,014,Bebygd,TOTP,5.478968256133332
Baseline,014,Bebygd,TPP,2.0607502740666668
Baseline,014,Jordbruk,DIN,773.2422029148038
Baseline,014,Jordbruk,SS,34106.301210802885
Baseline,014,Jordbruk,TDP,9.219757343646995
Baseline,014,Jordbruk,TOC,582.7307681465481
Baseline,014,Jordbruk,TON,201.13070519859176
Baseline,014,Jordbruk,TOTN,974.3729081133957
Baseline,014,Jordbruk,TOTP,53.87320683408777
Baseline,014,Jordbruk,TPP,44.65344949044078
Baseline,014,Kommunalt avløp,DIN,66.0864872373
Baseline,014,Kommunalt avløp,SS,57.37073340813333
Baseline,014,Kommunalt avløp,TDP,0.19396119696666667
Baseline,014,Kommunalt avløp,TOC,98.0590698908
Baseline,014,Kommunalt avløp,TON,16.23186548223333
Baseline,014,Kommunalt avløp,TOTN,82.31835271953334
Baseline,014,Kommunalt avløp,TOTP,1.3889776261666666
Baseline,014,Kommunalt avløp,TPP,1.1950164291999998
Baseline,014,Spredt avløp,DIN,23.015097048
Baseline,014,Spredt avløp,SS,976.9450832432252
Baseline,014,Spredt avløp,TDP,2.6777123558333336
Baseline,014,Spredt avløp,TOC,84.23900230613333
Baseline,014,Spredt avløp,TON,9.379806027966666
Baseline,014,Spredt avløp,TOTN,32.39490307596667
Baseline,014,Spredt avløp,TOTP,4.1398947932666665
Baseline,014,Spredt avløp,TPP,1.4621824374333332
Baseline,015,Bakgrunn,DIN,296.3490608834549
Baseline,015,Bakgrunn,SS,3606.7558833274293
Baseline,015,Bakgrunn,TDP,5.437156032556672
Baseline,015,Bakgrunn,TOC,18887.004420209127
Baseline,015,Bakgrunn,TON,656.1593481091721
Baseline,015,Bakgrunn,TOTN,952.5084089926271
Baseline,015,Bakgrunn,TOTP,12.761256737754936
Baseline,015,Bakgrunn,TPP,7.324100705198265
Baseline,015,Bebygd,DIN,71.62181680518019
Baseline,015,Bebygd,SS,2329.350914144434
Baseline,015,Bebygd,TDP,4.647015033673328
Baseline,015,Bebygd,TOC,345.26361785609106
Baseline,015,Bebygd,TON,31.632331126239297
Baseline,015,Bebygd,TOTN,103.25414793141948
Baseline,015,Bebygd,TOTP,7.301267291676834
Baseline,015,Bebygd,TPP,2.6542522580035075
Baseline,015,Industri,DIN,0.3063333333333333
Baseline,015,Industri,SS,2.1286302377445465
Baseline,015,Industri,TDP,0.16833333333333333
Baseline,015,Industri,TOC,22.538
Baseline,015,Industri,TON,2.757
Baseline,015,Industri,TOTN,3.063333333333334
Baseline,015,Industri,TOTP,0.33666666666666667
Baseline,015,Industri,TPP,0.16833333333333333
Baseline,015,Jordbruk,DIN,877.3572672975179
Baseline,015,Jordbruk,SS,25244.19852204909
Baseline,015,Jordbruk,TDP,9.14726754461107
Baseline,015,Jordbruk,TOC,657.5602737846121
Baseline,015,Jordbruk,TON,236.3946414986283
Baseline,015,Jordbruk,TOTN,1113.7519087961462
Baseline,015,Jordbruk,TOTP,42.20276309566933
Baseline,015,Jordbruk,TPP,33.05549555105827
Baseline,015,Kommunalt avløp,DIN,358.869074537914
Baseline,015,Kommunalt avløp,SS,402.96136465569543
Baseline,015,Kommunalt avløp,TDP,0.7518275023005803
Baseline,015,Kommunalt avløp,TOC,496.4688832058985
Baseline,015,Kommunalt avløp,TON,133.17401896373167
Baseline,015,Kommunalt avløp,TOTN,492.04309350164567
Baseline,015,Kommunalt avløp,TOTP,4.934449670549927
Baseline,015,Kommunalt avløp,TPP,4.182622168249346
Baseline,015,Spredt avløp,DIN,51.67923878482944
Baseline,015,Spredt avløp,SS,5769.30230518023
Baseline,015,Spredt avløp,TDP,5.322979791654467
Baseline,015,Spredt avløp,TOC,186.23979158525194
Baseline,015,Spredt avløp,TON,18.90302250299286
Baseline,015,Spredt avløp,TOTN,70.58226128782229
Baseline,015,Spredt avløp,TOTP,8.593607658089926
Baseline,015,Spredt avløp,TPP,3.270627866435458
Baseline,016,Bakgrunn,DIN,459.99053409300745
Baseline,016,Bakgrunn,SS,1247.6937585291935
Baseline,016,Bakgrunn,TDP,8.204446453912126
Baseline,016,Bakgrunn,TOC,18313.484502485284
Baseline,016,Bakgrunn,TON,1074.7886106978815
Baseline,016,Bakgrunn,TOTN,1534.7791447908887
Baseline,016,Bakgrunn,TOTP,10.986501841543948
Baseline,016,Bakgrunn,TPP,2.782055387631823
Baseline,016,Bebygd,DIN,94.36031133215329
Baseline,016,Bebygd,SS,2045.8568640058095
Baseline,016,Bebygd,TDP,5.6783992613974625
Baseline,016,Bebygd,TOC,389.013434077774
Baseline,016,Bebygd,TON,42.807126617740074
Baseline,016,Bebygd,TOTN,137.16743794989335
Baseline,016,Bebygd,TOTP,8.064540312950708
Baseline,016,Bebygd,TPP,2.386141051553245
Baseline,016,Industri,DIN,611.5402333333333
Baseline,016,Industri,SS,468.24343333333337
Baseline,016,Industri,TDP,2.8686666666666665
Baseline,016,Industri,TOC,66.345
Baseline,016,Industri,TON,3.4327666666666663
Baseline,016,Industri,TOTN,614.973
Baseline,016,Industri,TOTP,5.737333333333333
Baseline,016,Industri,TPP,2.8686666666666665
Baseline,016,Jordbruk,DIN,557.1205635477281
Baseline,016,Jordbruk,SS,8003.6021416683
Baseline,016,Jordbruk,TDP,8.094482441905294
Baseline,016,Jordbruk,TOC,800.6446362671263
Baseline,016,Jordbruk,TON,165.76495510627953
Baseline,016,Jordbruk,TOTN,722.8855186540077
Baseline,016,Jordbruk,TOTP,19.720178696496635
Baseline,016,Jordbruk,TPP,11.62569625459134
Baseline,016,Kommunalt avløp,DIN,389.9090452144341
Baseline,016,Kommunalt avløp,SS,358.81879751177894
Baseline,016,Kommunalt avløp,TDP,1.0459370794748128
Baseline,016,Kommunalt avløp,TOC,461.14798905449106
Baseline,016,Kommunalt avløp,TON,141.00055002865932
Baseline,016,Kommunalt avløp,TOTN,530.9095952430935
Baseline,016,Kommunalt avløp,TOTP,5.305449602279942
Baseline,016,Kommunalt avløp,TPP,4.259512522805129
Baseline,016,Spredt avløp,DIN,49.15145626647245
Baseline,016,Spredt avløp,SS,1320.5420916963483
Baseline,016,Spredt avløp,TDP,2.985762413936732
Baseline,016,Spredt avløp,TOC,124.73389847268486
Baseline,016,Spredt avløp,TON,13.774993067576814
Baseline,016,Spredt avløp,TOTN,62.926449334049266
Baseline,016,Spredt avløp,TOTP,4.193415256872986
Baseline,016,Spredt avløp,TPP,1.2076528429362534
Baseline,017,Bakgrunn,DIN,119.76904934937254
Baseline,017,Bakgrunn,SS,497.3786185359779
Baseline,017,Bakgrunn,TDP,1.3238994749670174
Baseline,017,Bakgrunn,TOC,5226.414589997299
Baseline,017,Bakgrunn,TON,263.8394291320415
Baseline,017,Bakgrunn,TOTN,383.608478481414
Baseline,017,Bakgrunn,TOTP,2.347522717508764
Baseline,017,Bakgrunn,TPP,1.0236232425417469
Baseline,017,Bebygd,DIN,21.272323972902296
Baseline,017,Bebygd,SS,588.7464934667415
Baseline,017,Bebygd,TDP,1.3498695845342181
Baseline,017,Bebygd,TOC,91.96671505253796
Baseline,017,Bebygd,TON,9.759072264237377
Baseline,017,Bebygd,TOTN,31.03139623713967
Baseline,017,Bebygd,TOTP,2.0100260434932102
Baseline,017,Bebygd,TPP,0.660156458958992
Baseline,017,Industri,DIN,0.2609
Baseline,017,Industri,SS,33.333333333333336
Baseline,017,Industri,TDP,0.12916666666666668
Baseline,017,Industri,TOC,109.24
Baseline,017,Industri,TON,0.6087666666666667
Baseline,017,Industri,TOTN,0.8696666666666667
Baseline,017,Industri,TOTP,0.25833333333333336
Baseline,017,Industri,TPP,0.12916666666666668
Baseline,017,Jordbruk,DIN,54.08223646712408
Baseline,017,Jordbruk,SS,525.148849736771
Baseline,017,Jordbruk,TDP,0.8109354707812874
Baseline,017,Jordbruk,TOC,83.6361011554787
Baseline,017,Jordbruk,TON,17.69329688780451
Baseline,017,Jordbruk,TOTN,71.77553335492858
Baseline,017,Jordbruk,TOTP,1.5428592307092586
Baseline,017,Jordbruk,TPP,0.7319237599279713
Baseline,017,Kommunalt avløp,DIN,34.42985628741845
Baseline,017,Kommunalt avløp,SS,40.42160713158984
Baseline,017,Kommunalt avløp,TDP,0.09844361199651415
Baseline,017,Kommunalt avløp,TOC,48.609085453652966
Baseline,017,Kommunalt avløp,TON,12.153513969652666
Baseline,017,Kommunalt avløp,TOTN,46.58337025707112
Baseline,017,Kommunalt avløp,TOTP,0.6556685285528262
Baseline,017,Kommunalt avløp,TPP,0.557224916556312
Baseline,017,Spredt avløp,DIN,8.885180420505915
Baseline,017,Spredt avløp,SS,384.09934001493065
Baseline,017,Spredt avløp,TDP,0.5279990977157899
Baseline,017,Spredt avløp,TOC,23.564790531034443
Baseline,017,Spredt avløp,TON,2.6356268891927237
Baseline,017,Spredt avløp,TOTN,11.52080730969864
Baseline,017,Spredt avløp,TOTP,0.8819721553696672
Baseline,017,Spredt avløp,TPP,0.3539730576538773
Scenario_A,001,Bakgrunn,DIN,109.07914521600522
Scenario_A,001,Bakgrunn,SS,485.5935577610285
Scenario_A,001,Bakgrunn,TDP,1.1387736504721333
Scenario_A,001,Bakgrunn,TOC,7407.268112541893
Scenario_A,001,Bakgrunn,TON,222.81591802087345
Scenario_A,001,Bakgrunn,TOTN,331.8950632368787
Scenario_A,001,Bakgrunn,TOTP,2.5605920636867374
Scenario_A,001,Bakgrunn,TPP,1.421818413214604
Scenario_A,001,Bebygd,DIN,14.765713852784456
Scenario_A,001,Bebygd,SS,368.46989070948695
Scenario_A,001,Bebygd,TDP,1.0118045894307148
Scenario_A,001,Bebygd,TOC,64.74298034254376
Scenario_A,001,Bebygd,TON,7.482436320640683
Scenario_A,001,Bebygd,TOTN,22.24815017342514
Scenario_A,001,Bebygd,TOTP,1.443960596893879
Scenario_A,001,Bebygd,TPP,0.43215600746316446
Scenario_A,001,Industri,DIN,22.8818
Scenario_A,001,Industri,SS,367.6666666666667
Scenario_A,001,Industri,TDP,4.035
Scenario_A,001,Industri,TOC,604.6666666666666
Scenario_A,001,Industri,TON,53.39086666666666
Scenario_A,001,Industri,TOTN,76.27266666666667
Scenario_A,001,Industri,TOTP,8.07
Scenario_A,001,Industri,TPP,4.035
Scenario_A,001,Jordbruk,DIN,403.9675231760816
Scenario_A,001,Jordbruk,SS,2895.8371453853783
Scenario_A,001,Jordbruk,TDP,3.2241509029609574
Scenario_A,001,Jordbruk,TOC,6.596643236248152
Scenario_A,001,Jordbruk,TON,132.1337161919831
Scenario_A,001,Jordbruk,TOTN,536.1012393680647
Scenario_A,001,Jordbruk,TOTP,7.334678540671227
Scenario_A,001,Jordbruk,TPP,4.110527637710269
Scenario_A,001,Kommunalt avløp,DIN,33.42703278651113
Scenario_A,001,Kommunalt avløp,SS,70.39242963923608
Scenario_A,001,Kommunalt avløp,TDP,0.8348228269548125
Scenario_A,001,Kommunalt avløp,TOC,51.042836280083385
Scenario_A,001,Kommunalt avløp,TON,11.44648757188452
Scenario_A,001,Kommunalt avløp,TOTN,44.873520358395645
Scenario_A,001,Kommunalt avløp,TOTP,1.7444217587455644
Scenario_A,001,Kommunalt avløp,TPP,0.909598931790752
Scenario_A,001,Spredt avløp,DIN,13.181853421124265
Scenario_A,001,Spredt avløp,SS,1115.0929143459605
Scenario_A,001,Spredt avløp,TDP,0.6255047219512344
Scenario_A,001,Spredt avløp,TOC,34.15090054660423
Scenario_A,001,Spredt avløp,TON,3.8353781926041286
Scenario_A,001,Spredt avløp,TOTN,17.017231613728395
Scenario_A,001,Spredt avløp,TOTP,0.9057538070294519
Scenario_A,001,Spredt avløp,TPP,0.2802490850782174
Scenario_A,002,Bakgrunn,DIN,1721.1680945278115
Scenario_A,002,Bakgrunn,SS,15608.548087082221
Scenario_A,002,Bakgrunn,TDP,30.797327741620546
Scenario_A,002,Bakgrunn,TOC,98046.34774300722
Scenario_A,002,Bakgrunn,TON,3720.6582424628687
Scenario_A,002,Bakgrunn,TOTN,5441.826336990681
Scenario_A,002,Bakgrunn,TOTP,65.79738721984684
Scenario_A,002,Bakgrunn,TPP,35.00005947822631
Scenario_A,002,Bebygd,DIN,310.52599955872284
Scenario_A,002,Bebygd,SS,5878.2489663592505
Scenario_A,002,Bebygd,TDP,19.428332829192204
Scenario_A,002,Bebygd,TOC,1278.1808399372005
Scenario_A,002,Bebygd,TON,147.00964712759298
Scenario_A,002,Bebygd,TOTN,457.5356466863159
Scenario_A,002,Bebygd,TOTP,25.121004005316724
Scenario_A,002,Bebygd,TPP,5.69267117612452
Scenario_A,002,Industri,DIN,47.80296959223284
Scenario_A,002,Industri,SS,269.3489890518854
Scenario_A,002,Industri,TDP,6.056703470019111
Scenario_A,002,Industri,TOC,4575.474829404098
Scenario_A,002,Industri,TON,133.34020113264083
Scenario_A,002,Industri,TOTN,181.14317072487367
Scenario_A,002,Industri,TOTP,11.92206844439565
Scenario_A,002,Industri,TPP,5.865364974376541
Scenario_A,002,Jordbruk,DIN,6946.874836156487
Scenario_A,002,Jordbruk,SS,175831.72709864736
Scenario_A,002,Jordbruk,TDP,60.78629172112079
Scenario_A,002,Jordbruk,TOC,2647.915571782893
Scenario_A,002,Jordbruk,TON,2005.7044215352842
Scenario_A,002,Jordbruk,TOTN,8952.57925769177
Scenario_A,002,Jordbruk,TOTP,257.99730921616384
Scenario_A,002,Jordbruk,TPP,197.21101749504305
Scenario_A,002,Kommunalt avløp,DIN,705.9533947010854
Scenario_A,002,Kommunalt avløp,SS,738.8914726873603
Scenario_A,002,Kommunalt avløp,TDP,15.310752992753185
Scenario_A,002,Kommunalt avløp,TOC,853.549280521244
Scenario_A,002,Kommunalt avløp,TON,213.60091917639366
Scenario_A,002,Kommunalt avløp,TOTN,919.5543138774791
Scenario_A,002,Kommunalt avløp,TOTP,27.491195950342597
Scenario_A,002,Kommunalt avløp,TPP,12.180442957589415
Scenario_A,002,Spredt avløp,DIN,251.9225965766129
Scenario_A,002,Spredt avløp,SS,5773.514715923694
Scenario_A,002,Spredt avløp,TDP,13.347269816595393
Scenario_A,002,Spredt avløp,TOC,736.0152379629232
Scenario_A,002,Spredt avløp,TON,70.20754442458876
Scenario_A,002,Spredt avløp,TOTN,322.1301410012017
Scenario_A,002,Spredt avløp,TOTP,20.099508412240862
Scenario_A,002,Spredt avløp,TPP,6.752238595645468
Scenario_A,003,Bakgrunn,DIN,73.48798662794745
Scenario_A,003,Bakgrunn,SS,375.43162851698435
Scenario_A,003,Bakgrunn,TDP,0.8325287502651179
Scenario_A,003,Bakgrunn,TOC,3938.4764132882374
Scenario_A,003,Bakgrunn,TON,94.45012257415722
Scenario_A,003,Bakgrunn,TOTN,167.93810920210464
Scenario_A,003,Bakgrunn,TOTP,1.8119383910662732
Scenario_A,003,Bakgrunn,TPP,0.9794096408011556
Scenario_A,003,Bebygd,DIN,28.29119334480214
Scenario_A,003,Bebygd,SS,789.3482042527194
Scenario_A,003,Bebygd,TDP,2.019039235778417
Scenario_A,003,Bebygd,TOC,141.77434202739485
Scenario_A,003,Bebygd,TON,13.62550088496942
Scenario_A,003,Bebygd,TOTN,41.91669422977156
Scenario_A,003,Bebygd,TOTP,2.9458167848496117
Scenario_A,003,Bebygd,TPP,0.9267775490711944
Scenario_A,003,Industri,SS,2.267333333333333
Scenario_A,003,Industri,TDP,0.019
Scenario_A,003,Industri,TOC,1.4588
Scenario_A,003,Industri,TOTP,0.038
Scenario_A,003,Industri,TPP,0.019
Scenario_A,003,Jordbruk,DIN,421.1358801984832
Scenario_A,003,Jordbruk,SS,3053.2482879897484
Scenario_A,003,Jordbruk,TDP,5.017969841377205
Scenario_A,003,Jordbruk,TOC,37.25773832408909
Scenario_A,003,Jordbruk,TON,127.33699456853829
Scenario_A,003,Jordbruk,TOTN,548.4728747670215
Scenario_A,003,Jordbruk,TOTP,14.332282036615725
Scenario_A,003,Jordbruk,TPP,9.314312195238521
Scenario_A,003,Kommunalt avløp,DIN,64.77274999870413
Scenario_A,003,Kommunalt avløp,SS,135.61441225651097
Scenario_A,003,Kommunalt avløp,TDP,1.5320766204531164
Scenario_A,003,Kommunalt avløp,TOC,97.20182566017651
Scenario_A,003,Kommunalt avløp,TON,21.610058978952058
Scenario_A,003,Kommunalt avløp,TOTN,86.38280897765618
Scenario_A,003,Kommunalt avløp,TOTP,3.5785399659707484
Scenario_A,003,Kommunalt avløp,TPP,2.046463345517632
Scenario_A,003,Spredt avløp,DIN,10.008936068926689
Scenario_A,003,Spredt avløp,SS,227.92934478021894
Scenario_A,003,Spredt avløp,TDP,0.8359446141538306
Scenario_A,003,Spredt avløp,TOC,38.60770643241029
Scenario_A,003,Spredt avløp,TON,3.5885708228798827
Scenario_A,003,Spredt avløp,TOTN,13.597506891806573
Scenario_A,003,Spredt avløp,TOTP,1.2325252655443755
Scenario_A,003,Spredt avløp,TPP,0.39658065139054477
Scenario_A,004,Akvakultur,DIN,0.002766666666666667
Scenario_A,004,Akvakultur,TDP,0.00019999999999999998
Scenario_A,004,Akvakultur,TOC,0.019233333333333335
Scenario_A,004,Akvakultur,TON,0.0012333333333333335
Scenario_A,004,Akvakultur,TOTN,0.004
Scenario_A,004,Akvakultur,TOTP,0.0007000000000000001
Scenario_A,004,Akvakultur,TPP,0.0005
Scenario_A,004,Bakgrunn,DIN,29.672065523826777
Scenario_A,004,Bakgrunn,SS,485.8113394059551
Scenario_A,004,Bakgrunn,TDP,0.3430249797268046
Scenario_A,004,Bakgrunn,TOC,1537.975400159254
Scenario_A,004,Bakgrunn,TON,25.151262528510852
Scenario_A,004,Bakgrunn,TOTN,54.82332805233764
Scenario_A,004,Bakgrunn,TOTP,1.4346054879782377
Scenario_A,004,Bakgrunn,TPP,1.0915805082514332
Scenario_A,004,Bebygd,DIN,14.306766666666666
Scenario_A,004,Bebygd,SS,510.95436666666666
Scenario_A,004,Bebygd,TDP,0.9197333333333333
Scenario_A,004,Bebygd,TOC,71.53366666666666
Scenario_A,004,Bebygd,TON,6.1315
Scenario_A,004,Bebygd,TOTN,20.438266666666667
Scenario_A,004,Bebygd,TOTP,1.5329666666666668
Scenario_A,004,Bebygd,TPP,0.6132333333333334
Scenario_A,004,Jordbruk,DIN,218.48278971444105
Scenario_A,004,Jordbruk,SS,8990.886091527535
Scenario_A,004,Jordbruk,TDP,2.1637509796050227
Scenario_A,004,Jordbruk,TOC,90.22732943398445
Scenario_A,004,Jordbruk,TON,54.993562756597576
Scenario_A,004,Jordbruk,TOTN,273.47635247103864
Scenario_A,004,Jordbruk,TOTP,16.221992895695532
Scenario_A,004,Jordbruk,TPP,14.058241916090507
Scenario_A,004,Kommunalt avløp,DIN,28.166533333333334
Scenario_A,004,Kommunalt avløp,SS,71.14503333333333
Scenario_A,004,Kommunalt avløp,TDP,0.7483333333333332
Scenario_A,004,Kommunalt avløp,TOC,38.312066666666674
Scenario_A,004,Kommunalt avløp,TON,8.457333333333333
Scenario_A,004,Kommunalt avløp,TOTN,36.623866666666665
Scenario_A,004,Kommunalt avløp,TOTP,1.7507333333333335
Scenario_A,004,Kommunalt avløp,TPP,1.0024
Scenario_A,004,Spredt avløp,DIN,8.698733333333333
Scenario_A,004,Spredt avløp,SS,224.45985231249998
Scenario_A,004,Spredt avløp,TDP,0.5315
Scenario_A,004,Spredt avløp,TOC,35.324466666666666
Scenario_A,004,Spredt avløp,TON,2.6021666666666667
Scenario_A,004,Spredt avløp,TOTN,11.3009
Scenario_A,004,Spredt avløp,TOTP,1.1170333333333333
Scenario_A,004,Spredt avløp,TPP,0.5855333333333334
Scenario_A,005,Bakgrunn,DIN,20.859407237290927
Scenario_A,005,Bakgrunn,SS,176.27899480098077
Scenario_A,005,Bakgrunn,TDP,0.2554811299050869
Scenario_A,005,Bakgrunn,TOC,1271.7046650366344
Scenario_A,005,Bakgrunn,TON,25.506153243777423
Scenario_A,005,Bakgrunn,TOTN,46.36556048106835
Scenario_A,005,Bakgrunn,TOTP,0.8504579234281254
Scenario_A,005,Bakgrunn,TPP,0.5949767935230384
Scenario_A,005,Bebygd,DIN,19.760159507057484
Scenario_A,005,Bebygd,SS,476.1576281787823
Scenario_A,005,Bebygd,TDP,1.4340399370598924
Scenario_A,005,Bebygd,TOC,99.55439623464262
Scenario_A,005,Bebygd,TON,9.734789934706681
Scenario_A,005,Bebygd,TOTN,29.494949441764167
Scenario_A,005,Bebygd,TOTP,2.021623834094766
Scenario_A,005,Bebygd,TPP,0.5875838970348733
Scenario_A,005,Jordbruk,DIN,114.58590453341894
Scenario_A,005,Jordbruk,SS,1550.4440852623195
Scenario_A,005,Jordbruk,TDP,1.3260399135992975
Scenario_A,005,Jordbruk,TOC,34.05821145666857
Scenario_A,005,Jordbruk,TON,35.69226678972394
Scenario_A,005,Jordbruk,TOTN,150.27817132314286
Scenario_A,005,Jordbruk,TOTP,4.076964118867032
Scenario_A,005,Jordbruk,TPP,2.7509242052677347
Scenario_A,005,Kommunalt avløp,DIN,64.3702367936
Scenario_A,005,Kommunalt avløp,SS,124.6453938572
Scenario_A,005,Kommunalt avløp,TDP,0.9568998385333334
Scenario_A,005,Kommunalt avløp,TOC,81.9241436683
Scenario_A,005,Kommunalt avløp,TON,21.659706242733336
Scenario_A,005,Kommunalt avløp,TOTN,86.02994303633334
Scenario_A,005,Kommunalt avløp,TOTP,2.4502744888000003
Scenario_A,005,Kommunalt avløp,TPP,1.4933746502666665
Scenario_A,005,Spredt avløp,DIN,9.754758828936144
Scenario_A,005,Spredt avløp,SS,148.66176447118397
Scenario_A,005,Spredt avløp,TDP,1.016495947249955
Scenario_A,005,Spredt avløp,TOC,52.703140781660636
Scenario_A,005,Spredt avløp,TON,4.525634955999309
Scenario_A,005,Spredt avløp,TOTN,14.28039378493545
Scenario_A,005,Spredt avløp,TOTP,1.7862548171139927
Scenario_A,005,Spredt avløp,TPP,0.7697588698640372
Scenario_A,006,Bakgrunn,DIN,17.729339248898594
Scenario_A,006,Bakgrunn,SS,96.90393740524051
Scenario_A,006,Bakgrunn,TDP,0.2793261085486078
Scenario_A,006,Bakgrunn,TOC,1560.2201925680808
Scenario_A,006,Bakgrunn,TON,41.114660545325385
Scenario_A,006,Bakgrunn,TOTN,58.843999794223976
Scenario_A,006,Bakgrunn,TOTP,0.6506909913230094
Scenario_A,006,Bakgrunn,TPP,0.3713648827744018
Scenario_A,006,Bebygd,DIN,63.059138829961114
Scenario_A,006,Bebygd,SS,2073.3656540411453
Scenario_A,006,Bebygd,TDP,4.205670789152588
Scenario_A,006,Bebygd,TOC,313.31129590266
Scenario_A,006,Bebygd,TON,28.1216659205847
Scenario_A,006,Bebygd,TOTN,91.18080475054582
Scenario_A,006,Bebygd,TOTP,6.559188148091117
Scenario_A,006,Bebygd,TPP,2.3535173589385283
Scenario_A,006,Industri,SS,72.62533333333333
Scenario_A,006,Jordbruk,DIN,9.998367826324731
Scenario_A,006,Jordbruk,SS,141.62817770083697
Scenario_A,006,Jordbruk,TDP,0.23794310211962263
Scenario_A,006,Jordbruk,TOC,0.6252076325119794
Scenario_A,006,Jordbruk,TON,3.093782974903051
Scenario_A,006,Jordbruk,TOTN,13.092150801227781
Scenario_A,006,Jordbruk,TOTP,0.6871825492526459
Scenario_A,006,Jordbruk,TPP,0.4492394471330232
Scenario_A,006,Kommunalt avløp,DIN,246.0045656128344
Scenario_A,006,Kommunalt avløp,SS,529.1136003645996
Scenario_A,006,Kommunalt avløp,TDP,8.354324579141865
Scenario_A,006,Kommunalt avløp,TOC,411.7213560422724
Scenario_A,006,Kommunalt avløp,TON,77.68466828248621
Scenario_A,006,Kommunalt avløp,TOTN,323.68923389532057
Scenario_A,006,Kommunalt avløp,TOTP,18.565156411873883
Scenario_A,006,Kommunalt avløp,TPP,10.210831832732019
Scenario_A,006,Spredt avløp,DIN,0.8324530900432993
Scenario_A,006,Spredt avløp,SS,243.17228659676263
Scenario_A,006,Spredt avløp,TDP,0.06714421963748167
Scenario_A,006,Spredt avløp,TOC,5.556370622606738
Scenario_A,006,Spredt avløp,TON,0.5514203499881822
Scenario_A,006,Spredt avløp,TOTN,1.3838734400314816
Scenario_A,006,Spredt avløp,TOTP,0.13130885013250904
Scenario_A,006,Spredt avløp,TPP,0.06416463049502737
Scenario_A,007,Bakgrunn,DIN,14.063366942395348
Scenario_A,007,Bakgrunn,SS,166.8059150511834
Scenario_A,007,Bakgrunn,TDP,0.25236162337839063
Scenario_A,007,Bakgrunn,TOC,1474.4344857711449
Scenario_A,007,Bakgrunn,TON,33.559834065336894
Scenario_A,007,Bakgrunn,TOTN,47.62320100773224
